name,popular_tags,game_details,genre,ID
Flesh Eaters,"Indie,Action,Zombies,RPG,Adventure,Early Access,Simulation,Pixel Graphics,Top-Down,Strategy,2D,Survival","Single-player,Steam Achievements,Steam Trading Cards","Action,Adventure,Indie,RPG,Simulation",flesheaters
Cards and Castles,"Free to Play,Card Game,Indie,Strategy,Massively Multiplayer,Trading Card Game,Multiplayer","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases,Steam Leaderboards","Free to Play,Indie,Massively Multiplayer,Strategy",cardsandcastles
Not A Hero,"Action,Adventure,Gore,Violent","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure",notahero
Anomaly 2,"Strategy,Indie,Tower Defense,Action,Sci-fi,Multiplayer,RTS,Singleplayer,Touch-Friendly","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Trading Cards,Steam Cloud","Action,Indie,Strategy",anomaly2
The Banner Saga: Factions,"Free to Play,Strategy,Indie,RPG,Turn-Based Strategy,Turn-Based,Tactical,Fantasy,Multiplayer,2D","Multi-player,Cross-Platform Multiplayer","Free to Play,Indie,RPG,Strategy",thebannersagafactions
Joe Dever's Lone Wolf HD Remastered,"RPG,Adventure,Indie,Story Rich,Fantasy,Turn-Based,Choose Your Own Adventure,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud","Adventure,Indie,RPG",joedeverslonewolfhdremastered
Insane 2,"Racing,Offroad,Action,Arcade,Multiplayer,Split Screen,Local Multiplayer","Single-player,Multi-player,Steam Achievements",Racing,insane2
Really Big Sky,"Indie,Action,Shoot 'Em Up,Space,Bullet Hell,Shooter,Twin Stick Shooter,Arcade,Side Scroller,Singleplayer,Great Soundtrack,Retro,Local Co-Op,2D","Single-player,Shared/Split Screen,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Indie",reallybigsky
Sid Meier’s Ace Patrol,"Strategy,Casual,Turn-Based,Turn-Based Strategy,World War I,Singleplayer,Historical,Touch-Friendly","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Casual,Strategy",sidmeiersacepatrol
Coffin Dodgers,"Racing,Action,Casual,Indie,Local Multiplayer,Funny,Split Screen,4 Player Local","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Casual,Indie,Racing",coffindodgers
BIT.TRIP VOID,"Indie,Action,Music,Rhythm","Single-player,Full controller support,Steam Cloud","Action,Indie",bittripvoid
The Maw,"Indie,Platformer,Cute,Action,3D Platformer,Puzzle,Casual,Comedy","Single-player,Steam Achievements","Action,Indie",themaw
Mutant Mudds Deluxe,"Platformer,Indie,Action,Retro,Pixel Graphics,2D,Difficult,Singleplayer,Great Soundtrack","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Indie",mutantmuddsdeluxe
Xpand Rally Xtreme,"Racing,Offroad,Simulation","Single-player,Multi-player",Racing,xpandrallyxtreme
Color Symphony,"Free to Play,Indie,Action,Adventure,Platformer,Singleplayer,Puzzle-Platformer,2D,Controller,Atmospheric,Side Scroller,Experimental,Arcade,Puzzle,Dark,Fast-Paced,Multiplayer","Single-player,Full controller support,Steam Cloud","Action,Free to Play,Indie",colorsymphony
Crowntakers,"RPG,Strategy,Indie,Rogue-like,Perma Death,Fantasy,Turn-Based,Hex Grid,Procedural Generation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,RPG,Strategy",crowntakers
Randal's Monday,"Adventure,Indie,Point & Click,Dark Humor,Comedy,Funny,Story Rich,Hand-drawn,2D,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Adventure,Indie",randalsmonday
Neverending Nightmares,"Horror,Psychological Horror,Indie,Atmospheric,Walking Simulator,Singleplayer,Adventure,2D,Gore,Blood,Action,Kickstarter,Survival Horror,Short,Hand-drawn,Psychological,Dark,Zombies,Masterpiece","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Action,Adventure,Indie",neverendingnightmares
Space Farmers,"Indie,Action,Co-op,Space,Multiplayer,Puzzle,Online Co-Op,Local Co-Op,Shooter,Strategy","Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Indie",spacefarmers
The Chaos Engine,"Action,Retro,Co-op,Steampunk,Top-Down,Shooter,Classic,Singleplayer,2D","Single-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Steam Leaderboards",Action,thechaosengine
Thief Town,"Action,Indie,Local Multiplayer,4 Player Local,Stealth,Multiplayer,Western,Pixel Graphics","Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Stats","Action,Indie",thieftown
Mystery of Neuschwanstein,"Adventure,Casual,Hidden Object,Puzzle,Mystery","Single-player,Steam Achievements","Adventure,Casual",mysteryofneuschwanstein
Tap Tap Infinity,"Clicker,Free to Play,Casual,Indie,RPG,Action","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","Action,Casual,Free to Play,Indie,RPG",taptapinfinity
Majesty 2 Collection,"Strategy,RTS,Fantasy,Simulation,Base Building,Singleplayer,Comedy","Single-player,Multi-player",Strategy,majesty2collection
Mighty Gunvolt,"Action,Indie,Platformer,Retro,Pixel Graphics,Side Scroller","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Indie",mightygunvolt
Labyronia RPG,"RPG,RPGMaker,Adventure,Anime,Action,Indie,2D,Strategy,Fantasy,Pixel Graphics,Singleplayer,Retro,JRPG,Classic,Story Rich,Open World,Shoot 'Em Up,Shooter,Space,Sandbox","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Action,Adventure,Indie,RPG",labyroniarpg
Cradle,"Adventure,Sci-fi,Indie,Atmospheric,First-Person,Puzzle,Exploration,Open World,Singleplayer,Story Rich,Cyberpunk,Walking Simulator,Nudity,Short,Great Soundtrack,Masterpiece,Female Protagonist","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats","Adventure,Indie",cradle
Assassin’s Creed® Chronicles: China,"Assassin,Stealth,Female Protagonist,Action,2.5D,Parkour,Adventure,Side Scroller,Platformer,Singleplayer,Historical,2D,Open World,3D Platformer,Casual","Single-player,Steam Trading Cards,Partial Controller Support","Action,Adventure",assassinscreedchronicleschina
SAMURAI WARRIORS 4-II,"Action,Hack and Slash,Historical,Character Customization,Anime,Great Soundtrack,Singleplayer,Beat 'em up,Multiplayer,Local Co-Op,Co-op","Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Steam Leaderboards",Action,samuraiwarriors4ii
Immortal Empire,"Free to Play,Strategy,RPG,Indie,Turn-Based Tactics,Turn-Based Combat,Turn-Based Strategy,Multiplayer,Turn-Based","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases","Free to Play,Indie,RPG,Strategy",immortalempire
Kholat,"Horror,Atmospheric,Walking Simulator,Exploration,Adventure,Open World,Psychological Horror,Singleplayer,Indie,First-Person,Mystery,Survival,Survival Horror,Story Rich,Difficult,Great Soundtrack,Dark,Historical,Action,Multiplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",kholat
Dracula's Legacy,"Casual,Indie,Hidden Object,Point & Click,Vampire,Puzzle,Female Protagonist","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Casual,Indie",draculaslegacy
Dear Esther,"Walking Simulator,Indie,Exploration,First-Person,Atmospheric,Short,Story Rich,Casual,Adventure,Great Soundtrack,Singleplayer,Narration,Mystery,Relaxing,Experimental,Beautiful,Interactive Fiction,Masterpiece,Soundtrack,Linear","Single-player,Partial Controller Support,Steam Cloud","Adventure,Casual,Indie",dearesther
Pox Nora,"Free to Play,Strategy,RPG,Trading Card Game,Turn-Based Strategy,Multiplayer,Fantasy,Turn-Based Tactics,Tactical,Turn-Based,Singleplayer,Action","Single-player,Multi-player,Steam Trading Cards","Free to Play,RPG,Strategy",poxnora
Elven Legacy,"Strategy,RPG,Turn-Based Strategy,Fantasy","Single-player,Multi-player,Steam Cloud,Includes level editor","RPG,Strategy",elvenlegacy
Lucidity™,"Casual,Platformer,Puzzle,Indie,Female Protagonist","Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards",Casual,lucidity
Spriter Pro,"Animation & Modeling,Design & Illustration,Utilities",Steam Trading Cards,"Animation & Modeling,Design & Illustration,Utilities",spriterpro
TOXIKK™,"FPS,Action,Free to Play,Multiplayer,Arena Shooter,Shooter,Indie,First-Person,Fast-Paced,Singleplayer,Competitive,Sci-fi,Classic,Open World,Co-op,Parkour,Massively Multiplayer,PvP,Strategy,Early Access","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Valve Anti-Cheat enabled,Steam Leaderboards,Includes level editor","Action,Free to Play,Indie",toxikk
Holy Potatoes! A Weapon Shop?!,"Management,Indie,Simulation,Casual,Funny,Crafting,Singleplayer,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Simulation",holypotatoesaweaponshop
Beyond Eyes,"Walking Simulator,Indie,Female Protagonist,Adventure,Atmospheric,Singleplayer,Exploration,Third Person,Short","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats","Adventure,Indie",beyondeyes
SickBrick,"Indie,Action,Adventure,FPS,Sci-fi,Short,Shooter","Single-player,Partial Controller Support,Steam Cloud","Action,Adventure,Indie",sickbrick
Airline Tycoon Deluxe,"Simulation,Management,Retro,Economy",Single-player,Simulation,airlinetycoondeluxe
Dead Effect,"Zombies,Action,FPS,Horror,Shooter,Singleplayer,Indie,Multiplayer,Survival,Sci-fi,Gore,First-Person,Space,Survival Horror,Atmospheric,Bullet Time,Co-op,Open World,Difficult","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Indie",deadeffect
Gravity Badgers,"Casual,Indie,Puzzle,Touch-Friendly","Single-player,Steam Achievements,Steam Trading Cards","Casual,Indie",gravitybadgers
Earth 2150 Trilogy,"Strategy,RTS,Sci-fi,Classic","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Trading Cards,Steam Cloud,Includes level editor",Strategy,earth2150trilogy
Claire,"Horror,Indie,Adventure,Female Protagonist,Action,2D,Pixel Graphics,Survival Horror,Atmospheric,Psychological Horror,Singleplayer,Side Scroller,Dark","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Adventure,Indie",claire
Infinity Wars: Animated Trading Card Game,"Free to Play,Trading Card Game,Card Game,Strategy,Massively Multiplayer,Indie,Multiplayer,Tactical,Fantasy,Turn-Based,Early Access,Action,Adventure,RPG,Singleplayer","Single-player,Multi-player,Online Multi-Player,MMO,Cross-Platform Multiplayer,In-App Purchases","Free to Play,Indie,Massively Multiplayer,Strategy",infinitywarsanimatedtradingcardgame
Legends of Eisenwald,"Strategy,RPG,Medieval,Turn-Based,Indie,Story Rich,Turn-Based Strategy,Adventure,Singleplayer,Kickstarter,Fantasy,Early Access","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Adventure,Indie,RPG,Strategy",legendsofeisenwald
Overture,"Indie,RPG,Action,Pixel Graphics,Rogue-like,Adventure,Casual,Dungeon Crawler,Bullet Hell,Rogue-lite,Loot,Strategy,Retro,Hack and Slash,2D,Singleplayer,Great Soundtrack,Difficult,Twin Stick Shooter,Top-Down","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available","Action,Adventure,Casual,Indie,RPG,Strategy",overture
Bionic Commando: Rearmed,"Action,Platformer,Remake,Great Soundtrack,Local Co-Op,Local Multiplayer,2D,Old School,Retro,Co-op,2.5D,4 Player Local,Masterpiece,Arcade,Difficult","Single-player,Shared/Split Screen,Partial Controller Support",Action,bioniccommandorearmed
Monster Loves You!,"Casual,Indie,Simulation,Multiple Endings,RPG,Adventure,Choose Your Own Adventure,Singleplayer,Choices Matter,Cute,Short,Comedy,Family Friendly,Story Rich,Text-Based,Point & Click,Funny,Visual Novel","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available","Adventure,Casual,Indie,RPG,Simulation",monsterlovesyou
Bionic Commando,"Action,Adventure,Third Person,Singleplayer,Great Soundtrack,Multiplayer,Third-Person Shooter,Shooter,Masterpiece","Single-player,Multi-player,Partial Controller Support,Steam Cloud","Action,Adventure",bioniccommando
Prince of Persia®,"Action,Adventure,Platformer,Parkour,Third Person,Singleplayer,Fantasy,Exploration,Story Rich,Atmospheric,Open World,Great Soundtrack,Relaxing,Hack and Slash,Beautiful,Masterpiece,Action-Adventure",Single-player,"Action,Adventure",princeofpersia
"Runaway, A Road Adventure","Adventure,Point & Click,Mystery,Singleplayer,Puzzle,Comedy",Single-player,Adventure,runawayaroadadventure
Chains,"Puzzle,Indie,Physics,Casual,Singleplayer,2D,Great Soundtrack,Retro,Atmospheric",Single-player,Indie,chains
GIGANTIC ARMY,"Action,Mechs,Indie,Platformer,Shooter,Arcade,Shoot 'Em Up,Side Scroller,2D,Robots,Sci-fi,Retro,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Indie",giganticarmy
Kung Fu Strike - The Warrior's Rise,"Action,Indie,Beat 'em up,Martial Arts,Fighting,Local Co-Op,Co-op,Difficult,Local Multiplayer","Single-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Indie",kungfustrikethewarriorsrise
Castle In The Darkness,"Metroidvania,Indie,Platformer,Action,Adventure,Difficult,Pixel Graphics,RPG,Retro,2D,Great Soundtrack,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Adventure,Indie,RPG",castleinthedarkness
Convoy,"Pixel Graphics,Strategy,Rogue-like,Indie,RPG,Action,Adventure,Post-apocalyptic,2D,Rogue-lite,Sci-fi,Singleplayer,Top-Down,Retro,Difficult,Exploration,Great Soundtrack,Moddable,Atmospheric,Lore-Rich","Single-player,Steam Achievements,Steam Trading Cards","Action,Adventure,Indie,RPG,Strategy",convoy
Saints Row IV: Inauguration Station,"Adventure,Action,Free to Play,Character Customization","Single-player,Co-op,Game demo,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure",saintsrowivinaugurationstation
Vertical Drop Heroes HD,"Action,Indie,Rogue-like,Platformer,2D,Local Co-Op,Co-op,RPG,Rogue-lite,Split Screen,Procedural Generation","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","Action,Indie",verticaldropheroeshd
Wings! Remastered Edition,"Simulation,Action,World War I,Flight,Classic,Remake,Retro,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Simulation",wingsremasterededition
Fancy Skulls,"Early Access,Indie,Action,Early Access,FPS,Rogue-like,Procedural Generation","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Indie,Early Access",fancyskulls
Pid,"Indie,Platformer,Adventure,Puzzle,Singleplayer,Difficult,Local Co-Op,Great Soundtrack,Atmospheric,Co-op,2D,Side Scroller,Stealth,Local Multiplayer","Single-player,Shared/Split Screen,Steam Achievements,Full controller support","Adventure,Indie",pid
Bus Driver,"Simulation,Driving,Indie,Singleplayer,Open World,Masterpiece","Single-player,Partial Controller Support","Indie,Simulation",busdriver
Runespell: Overture,"Card Game,Indie,RPG,Casual,Adventure,Fantasy,Singleplayer","Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Adventure,Indie,RPG",runespelloverture
Solar Flux,"Indie,Strategy,Puzzle,Space","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Indie,Strategy",solarflux
Dragons and Titans,"Free to Play,Dragons,MOBA,Multiplayer,RPG,Action,Adventure,Singleplayer,Indie,Co-op,Fantasy,Massively Multiplayer,PvP,Strategy,Survival,MMORPG,Open World,FPS,Sandbox,Atmospheric","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Adventure,Free to Play,Indie,RPG",dragonsandtitans
Rise of the Argonauts,"RPG,Action,Mythology,Adventure,Hack and Slash,Third Person,Fantasy,Singleplayer","Single-player,Full controller support",RPG,riseoftheargonauts
Deadlings: Rotten Edition,"Action,Indie,Adventure,Puzzle-Platformer,Arcade,Zombies","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Adventure,Indie",deadlingsrottenedition
KickBeat Steam Edition,"Music,Rhythm,Action,Indie,Martial Arts,Fighting,Music-Based Procedural Generation,Singleplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie",kickbeatsteamedition
Alien Breed 3: Descent,"Action,Shooter,Third Person,Sci-fi,Isometric,Aliens,Co-op,Top-Down Shooter,Top-Down,Twin Stick Shooter","Single-player,Co-op,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards",Action,alienbreed3descent
Buzz Aldrin's Space Program Manager,"Simulation,Strategy,Space,Management,Multiplayer,Singleplayer,Cold War,Historical,Replay Value,Turn-Based,Turn-Based Strategy,Strategy RPG","Single-player,Multi-player,Steam Trading Cards","Simulation,Strategy",buzzaldrinsspaceprogrammanager
